ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:195(<listcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:196(<listcomp>)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:801(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:792(_DomainCheckInterval)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:825(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:817(_DomainTan)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:841(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:835(_DomainSafeDivide)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:862(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:856(_DomainGreater)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:878(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:872(_DomainGreaterEqual)
52,0.001,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:889(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:888(_MaskedUFunc)
26,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:916(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:898(_MaskedUnaryOperation)
18,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:992(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:972(_MaskedBinaryOperation)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:1141(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:1120(_DomainedBinaryOperation)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:1278(_replace_dtype_fields_recursive)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:1310(_replace_dtype_fields)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:1324(make_mask_descr)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/ma/core.py:1357(getmask)
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_md5}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha1}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha224}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha256}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha384}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha512}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha3_224}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha3_256}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha3_384}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha3_512}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_shake_128}
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_shake_256}
1,0.000,0.000,0.000,0.000,{function SeedSequence.generate_state at 0x7f45a1853940}
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/hermite.py:1657(Hermite)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/hermite.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/hermite_e.py:1649(HermiteE)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/hermite_e.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/laguerre.py:1605(Laguerre)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/laguerre.py:1(<module>)
1,0.000,0.000,0.032,0.032,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/random/__init__.py:1(<module>)
1,0.000,0.000,0.031,0.031,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/random/_pickle.py:1(<module>)
1,0.000,0.000,0.014,0.014,/home/danlessa/.miniconda3/lib/python3.9/secrets.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/base64.py:3(<module>)
257,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/hmac.py:18(<genexpr>)
257,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/hmac.py:19(<genexpr>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/hmac.py:27(HMAC)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/hmac.py:1(<module>)
2,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/hashlib.py:82(__get_builtin_constructor)
14,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/hashlib.py:126(__get_openssl_constructor)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/hashlib.py:5(<module>)
3,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/random.py:117(__init__)
2,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/random.py:126(seed)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/random.py:218(__init_subclass__)
8,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/random.py:238(_randbelow_with_getrandbits)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(<module>)
1,0.000,0.000,0.014,0.014,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/__init__.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/fft/helper.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/polynomial.py:1471(Polynomial)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/polynomial.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/polyutils.py:60(RankWarning)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/polyutils.py:64(PolyError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/polyutils.py:68(PolyDomainError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/polyutils.py:81(PolyBase)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/polyutils.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/_polybase.py:18(ABCPolyBase)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/_polybase.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/chebyshev.py:1996(Chebyshev)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/chebyshev.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/legendre.py:1624(Legendre)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/polynomial/legendre.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/bz2.py:27(BZ2File)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/bz2.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/_compression.py:9(BaseStream)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/_compression.py:33(DecompressReader)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/_compression.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/lzma.py:38(LZMAFile)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/lzma.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:134(LineSplitter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:230(NameValidator)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:422(ConverterError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:430(ConverterLockError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:438(ConversionWarning)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:451(StringConverter)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arrayterator.py:16(Arrayterator)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arrayterator.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arraypad.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_version.py:14(NumpyVersion)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_version.py:1(<module>)
1,0.000,0.000,0.011,0.011,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/fft/__init__.py:1(<module>)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/fft/_pocketfft.py:1(<module>)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(in1d)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(setdiff1d)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/npyio.py:51(BagObj)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/npyio.py:115(NpzFile)
1,0.000,0.000,0.018,0.018,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/npyio.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/format.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:100(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:75(_FileOpeners)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:197(DataSource)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:534(Repository)
1,0.000,0.000,0.011,0.011,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:69(Error)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:72(SameFileError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:75(SpecialFileError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:79(ExecError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:82(ReadError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:85(RegistryError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:89(_GiveupOnFastCopy)
1,0.000,0.000,0.008,0.008,/home/danlessa/.miniconda3/lib/python3.9/shutil.py:1(<module>)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/nanfunctions.py:1(<module>)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/shape_base.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/polynomial.py:28(RankWarning)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/polynomial.py:1068(poly1d)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/polynomial.py:1(<module>)
7,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/utils.py:49(_set_function_name)
7,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/utils.py:66(__init__)
7,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/utils.py:71(__call__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/utils.py:54(_Deprecate)
7,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/utils.py:130(_get_indent)
7,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/utils.py:144(deprecate)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/utils.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:494(_in1d_dispatcher)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:498(in1d)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:755(_setdiff1d_dispatcher)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:759(setdiff1d)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:1901(vectorize)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4306(_delete_dispatcher)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4310(delete)
8,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4686(_append_dispatcher)
8,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4690(append)
1,0.000,0.000,0.012,0.012,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/histograms.py:1(<module>)
100000,0.236,0.000,2.212,0.000,<__array_function__ internals>:2(interp)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(delete)
8,0.000,0.000,0.001,0.000,<__array_function__ internals>:2(append)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:15(DummyArray)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:1(<module>)
1,0.000,0.000,0.014,0.014,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:1(<module>)
1,0.001,0.001,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/twodim_base.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:244(iterable)
100000,0.064,0.000,0.064,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:1286(_interp_dispatcher)
100000,0.401,0.000,1.678,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:1290(interp)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:2053(__init__)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/mixins.py:51(_unary_method)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/mixins.py:59(NDArrayOperatorsMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/mixins.py:1(<module>)
1,0.000,0.000,0.010,0.010,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/scimath.py:1(<module>)
100000,0.054,0.000,0.054,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/type_check.py:206(_is_type_dispatcher)
100000,0.213,0.000,0.256,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/type_check.py:279(iscomplexobj)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/type_check.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/ufunclike.py:16(_deprecate_out_named_y)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/ufunclike.py:41(_fix_out_named_y)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/ufunclike.py:1(<module>)
100000,0.177,0.000,0.618,0.000,<__array_function__ internals>:2(iscomplexobj)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:144(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:109(nd_grid)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:251(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:209(MGridClass)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:295(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:256(OGridClass)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:311(__init__)
4,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:317(__getitem__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:301(AxisConcatenator)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:518(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:423(RClass)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:548(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:523(CClass)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:555(ndenumerate)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:604(ndindex)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:745(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:701(IndexExpression)
1,0.000,0.000,0.038,0.038,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/lib/index_tricks.py:1(<module>)
1,0.000,0.000,0.018,0.018,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/matrixlib/__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/matrixlib/defmatrix.py:72(matrix)
1,0.000,0.000,0.017,0.017,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
1,0.000,0.000,0.016,0.016,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/linalg/__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:43(LinAlgError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:73(_determine_error_states)
18,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:17(type_aliases_gen)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:16(numeric_type_aliases)
34,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:58(<genexpr>)
41,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:59(<genexpr>)
24,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:52(add_newdoc_for_scalar_type)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:1(<module>)
13,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_dtype_ctypes.py:71(_from_ctypes_scalar)
13,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_dtype_ctypes.py:100(dtype_from_ctypes_type)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_dtype_ctypes.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:204(dummy_ctype)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:216(_getintp_ctype)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:243(c_void_p)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:239(_missing_ctypes)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:248(_ctypes)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:524(_Stream)
249,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:791(<genexpr>)
12,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:800(<genexpr>)
193,0.001,0.000,0.004,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:780(_ufunc_doc_signature_formatter)
16,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:826(npy_ctypes_check)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:844(recursive)
1,0.000,0.000,0.028,0.028,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/core/_internal.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:745(_Processor)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:777(_unknown_as_blank)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:783(uname_result)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:828(uname)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:917(system)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:954(machine)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:1005(_sys_version)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/platform.py:1109(python_implementation)
1,0.000,0.000,0.021,0.021,/home/danlessa/.miniconda3/lib/python3.9/platform.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/subprocess.py:105(SubprocessError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/subprocess.py:108(CalledProcessError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/subprocess.py:145(TimeoutExpired)
