ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dataset.py:513(DataVariables)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dataset.py:554(_LocIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/groupby.py:234(GroupBy)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/groupby.py:720(DataArrayGroupBy)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/groupby.py:889(DatasetGroupBy)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/groupby.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/concat.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexes.py:39(Indexes)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexes.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/resample.py:8(Resample)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/resample.py:159(DataArrayResample)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/resample.py:250(DatasetResample)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/resample.py:1(<module>)
10,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:114(_reduce_method)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:39(Rolling)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:204(DataArrayRolling)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:568(DatasetRolling)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:762(Coarsen)
11,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:863(_reduce_method)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:858(DataArrayCoarsen)
11,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:947(_reduce_method)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:942(DatasetCoarsen)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/weighted.py:62(Weighted)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/weighted.py:236(DataArrayWeighted)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/weighted.py:244(DatasetWeighted)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/weighted.py:250(_inject_docstring)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/weighted.py:1(<module>)
27,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/accessor_dt.py:186(_tslib_field_accessor)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/accessor_dt.py:182(Properties)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/accessor_dt.py:258(DatetimeAccessor)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/accessor_dt.py:455(TimedeltaAccessor)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/accessor_dt.py:517(CombinedDatetimelikeAccessor)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/utils.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/plot.py:434(_PlotMethods)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/plot.py:467(wrapper)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/plot.py:466(override_signature)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/plot.py:475(_plot2d)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/plot.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/computation.py:53(_UFuncSignature)
1,0.000,0.000,0.007,0.007,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/computation.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/merge.py:73(MergeError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/merge.py:557(_MergeResult)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/merge.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/groupby.py:148(_DummyGroup)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling_exp.py:68(RollingExp)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/rolling_exp.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/pdcompat.py:49(Panel)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/pdcompat.py:40(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:20(SupportsArithmetic)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:93(VariableArithmetic)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:106(DatasetArithmetic)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:117(DataArrayArithmetic)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:130(DataArrayGroupbyArithmetic)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:139(DatasetGroupbyArithmetic)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:148(CoarsenArithmetic)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/arithmetic.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/_typed_ops.py:9(DatasetOpsMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/_typed_ops.py:199(DataArrayOpsMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/_typed_ops.py:389(VariableOpsMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/_typed_ops.py:579(DatasetGroupByOpsMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/_typed_ops.py:691(DataArrayGroupByOpsMixin)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/_typed_ops.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/facetgrid.py:36(FacetGrid)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/facetgrid.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:123(AbstractArray)
3,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:204(__init_subclass__)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:232(__getattr__)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:199(AttrAccessMixin)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:341(DataWithCoords)
1,0.000,0.000,0.018,0.018,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:1(<module>)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/html/__init__.py:1(<module>)
1,0.001,0.001,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/html/entities.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/formatting_html.py:1(<module>)
10,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:200(_values_method_wrapper)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:209(_method_wrapper)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:218(_func_slash_method_wrapper)
15,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:238(<listcomp>)
15,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:242(<listcomp>)
15,0.002,0.000,0.005,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:236(inject_reduce_methods)
7,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:264(<listcomp>)
7,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:263(inject_cum_methods)
20,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:277(op_str)
20,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:281(get_op)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:285(<dictcomp>)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:299(inject_numpy_same)
17,0.000,0.000,0.006,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:309(__init_subclass__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:306(IncludeReduceMethods)
7,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:319(__init_subclass__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:316(IncludeCumMethods)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:329(__init_subclass__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:326(IncludeNumpySameMethods)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/ops.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/options.py:97(set_options)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/options.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dataarray.py:193(_LocIndexer)
1,0.001,0.001,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dataarray.py:221(DataArray)
1,0.000,0.000,0.107,0.107,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dataarray.py:1(<module>)
1,0.000,0.000,0.043,0.043,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/dataset_plot.py:176(_Dataset_PlotMethods)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/dataset_plot.py:192(_dsplot)
1,0.000,0.000,0.040,0.040,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/plot/dataset_plot.py:1(<module>)
1,0.000,0.000,0.034,0.034,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/alignment.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/variable.py:80(MissingDimensionsError)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/variable.py:288(Variable)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/variable.py:2537(IndexVariable)
1,0.000,0.000,0.031,0.031,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/variable.py:1(<module>)
98,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:51(_reduce_method)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:48(ImplementsArrayReduce)
59,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:88(_reduce_method)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/common.py:85(ImplementsDatasetReduce)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/nputils.py:114(NumpyVIndexAdapter)
11,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/nputils.py:134(_create_bottleneck_method)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/nputils.py:1(<module>)
1,0.000,0.000,0.011,0.011,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/npcompat.py:31(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:132(final)
8,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:187(__init_subclass__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:146(NBitBase)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:198(_256Bit)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:199(_128Bit)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:200(_96Bit)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:201(_80Bit)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:202(_64Bit)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:203(_32Bit)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:204(_16Bit)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:205(_8Bit)
1,0.000,0.000,0.010,0.010,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/__init__.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_scalars.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_array_like.py:20(_SupportsArray)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_array_like.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_dtype_like.py:22(_DTypeDictBase)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_dtype_like.py:27(_DTypeDict)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_dtype_like.py:34(_SupportsDType)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_dtype_like.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_shape.py:1(<module>)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_add_docstring.py:9(add_newdoc)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_add_docstring.py:13(_parse_docstrings)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numpy/typing/_add_docstring.py:1(<module>)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/pycompat.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/nanops.py:1(<module>)
1,0.000,0.000,0.008,0.008,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/formatting.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:336(ExplicitIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:373(BasicIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:402(OuterIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:443(VectorizedIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:487(ExplicitlyIndexed)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:493(ExplicitlyIndexedNDArrayMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:501(ImplicitToExplicitIndexingAdapter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:524(LazilyIndexedArray)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:604(LazilyVectorizedIndexedArray)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:662(CopyOnWriteArray)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:694(MemoryCachedArray)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:825(IndexingSupport)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:1277(NumpyIndexingAdapter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:1331(NdArrayLikeIndexingAdapter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:1343(DaskIndexingAdapter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:1419(PandasIndexAdapter)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/indexing.py:1(<module>)
12,0.000,0.000,0.003,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/duck_array_ops.py:330(_create_nan_agg_method)
1,0.000,0.000,0.153,0.153,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/testing.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/__init__.py:1(<module>)
19,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/duck_array_ops.py:33(_dask_or_eager_func)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dask_array_compat.py:1(<module>)
1,0.000,0.000,0.011,0.011,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dask_array_ops.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dtypes.py:11(AlwaysGreaterThan)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dtypes.py:20(AlwaysLessThan)
1,0.000,0.000,0.032,0.032,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/duck_array_ops.py:1(<module>)
1,0.000,0.000,0.007,0.007,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/dtypes.py:1(<module>)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:40(alias_message)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:50(alias)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:432(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:424(Frozen)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:455(HybridMappingProxy)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:484(SortedKeysDict)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:518(OrderedSet)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:561(NdimSizeLenMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:584(NDArrayMixin)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:614(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:609(ReprObject)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:720(HiddenKeyDict)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:902(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:894(UncachedAccessor)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:913(Default)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/core/utils.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/util/retry.py:225(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/util/retry.py:73(Retry)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/brotli/brotli.py:8(Error)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/brotli/brotli.py:25(BrotliEncoderMode)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/xarray/testing.py:25(ensure_warnings)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/util/retry.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/brotli/brotli.py:357(Decompressor)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/brotli/brotli.py:222(Compressor)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/brotli/brotli.py:2(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/util/response.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/sysconfig.py:103(_safe_realpath)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/sysconfig.py:124(_is_python_source_dir)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/sysconfig.py:141(is_python_build)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/sysconfig.py:184(_get_default_scheme)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/sysconfig.py:626(get_platform)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/sysconfig.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/util/retry.py:35(_RetryMeta)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/util/retry.py:283(<listcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:34(InvalidMarker)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:40(UndefinedComparison)
